ID,time,model nbr,snr (dB),file,response,srt,log-slope,var(srt),var(log-slope)
ID,20230419_163829,0.0,0.0,mrt_017_1_reverb_Office_1_snr_0_db.wav,1.0,-6.902875604623501,-2.291258829549094,3.5214489128600355,0.4879050092848294
ID,20230419_163829,0.0,-6.0,mrt_131_1_reverb_Office_1_snr_-6_db.wav,0.0,-1.0413929099790915,-2.3754418872433303,3.4652646264744704,0.48828505068268035
ID,20230419_163829,0.0,1.0,mrt_046_1_reverb_Office_1_snr_1_db.wav,1.0,-4.829975852480235,-1.886747351745429,4.507903124672521,0.7603878235762561
ID,20230419_163829,0.0,-4.0,mrt_013_1_reverb_Office_1_snr_-4_db.wav,0.0,-1.2602504890587205,-1.6954780110155672,3.9244087449567635,0.9618153495237591
