ID,time,model nbr,snr (dB),file,response,srt,log-slope,var(srt),var(log-slope)
Emilie,20230403_172026,0.0,0.0,20230118_1752_reverb_office1_snr_0_db.wav,0.0,7.498509423365921,-2.314888674579177,3.4583604504110896,0.48808047806679306
Emilie,20230403_172026,0.0,8.0,20230118_1753_reverb_office1_snr_8_db.wav,1.0,3.1331713392349134,-2.3461106971655217,3.399676844825053,0.4883956436238187
Emilie,20230403_172026,0.0,4.0,20230118_1752_reverb_office1_snr_4_db.wav,0.0,8.996992197659136,-1.9955801762890897,4.407589473186478,0.7542988843166851
Emilie,20230403_172026,0.0,10.0,20230118_1753_reverb_office1_snr_10_db.wav,0.0,16.52116713815679,-2.2242333818129567,5.391832530977976,0.8899330425636967
